uranium_lead_ratio,carbon_14_ratio,radioactive_decay_series,stratigraphic_layer_depth,geological_period,paleomagnetic_data,inclusion_of_other_fossils,isotopic_composition,surrounding_rock_type,stratigraphic_position,fossil_size,fossil_weight,age
0.300890440245369,0.131972455259547,0.280537544314948,197.22,Triassic,Normal polarity,True,1.55196858415491,Conglomerate,Middle,76.4,328.13,26109
0.419536690574802,0.17677376085715,0.441520436947487,141.01,Neogene,Reversed polarity,True,1.40117541477033,Sandstone,Bottom,96.88,424.46,34057
0.348038184756,0.504277574296131,0.81174854483399,228.95,Devonian,Normal polarity,False,0.207417356768277,Conglomerate,Top,43.11,176.57,35215
0.377654136810294,0.362504106601469,0.00280611561879018,138.39,Cretaceous,Reversed polarity,True,0.926879584512869,Limestone,Bottom,79.78,207.82,31031
0.362304718033524,0.869319410108723,0.510703798642274,173.84,Devonian,Normal polarity,True,0.872910826832208,Limestone,Top,188.83,300.65,35194
0.17173250962387,0.576470110938904,1.14761175186675,102.76,Ordovician,Normal polarity,False,0.959680074191067,Sandstone,Bottom,69.44,80.46,26802
0.315237951773924,0.2381043403115,0.406336345903796,290.92,Triassic,Normal polarity,True,0.990509400747972,Shale,Bottom,59.46,83.98,39429
0.115171660217616,0.00785996606140599,0.687362796297084,228.38,Jurassic,Reversed polarity,True,1.00588948338605,Sandstone,Bottom,30.84,384.17,25887
0.162789082173768,0.755326111140165,0.817858764282446,183.02,Cambrian,Normal polarity,True,0.614881248608729,Sandstone,Bottom,37.5,255.44,32648
0.947016686014215,0.0418090176331115,0.692044165755271,298.47,Devonian,Reversed polarity,True,0.989273177475925,Shale,Bottom,94.44,526.31,83344
0.190195043148895,0.231742255569369,0.763993895342494,197.18,Cambrian,Normal polarity,False,0.811575358102179,Limestone,Bottom,108.35,98.13,31620
0.268539418740181,0.640712275639835,0.0371734392675306,172.77,Triassic,Normal polarity,False,2.34047378768385,Shale,Bottom,53.65,117.23,31818
0.758927186708263,0.88218818119673,0.573727778461234,41.63,Permian,Reversed polarity,True,0.0280708473495176,Conglomerate,Bottom,60.51,241.7,57525
0.744370424789213,0.468066439905775,0.106909847088016,196.9,Paleogene,Normal polarity,True,1.13573866012337,Limestone,Bottom,79.15,349.38,54119
0.233557904291691,0.683384599903831,0.636864547697621,120.81,Triassic,Normal polarity,True,0.646344970849788,Conglomerate,Bottom,63.99,409.93,29457
0.491319100978104,0.368691594952007,0.596894516644591,65.19,Triassic,Reversed polarity,True,0.287587163034197,Shale,Bottom,109.5,604.66,38297
0.524152937511637,0.0858039227714351,0.783714575435701,74.01,Triassic,Reversed polarity,False,1.1078504726937,Limestone,Middle,45.33,288.03,33129
0.285337862552075,0.170071271608222,0.28149659558766,98.13,Jurassic,Normal polarity,False,0.485305740745017,Sandstone,Bottom,89.95,242.31,24544
0.752474770737686,0.210279273654193,0.303815550592944,126.81,Neogene,Normal polarity,True,1.54480492532053,Limestone,Middle,86.82,53.62,42883
0.731895339118232,0.700734367046029,0.865704700341012,68.28,Permian,Normal polarity,False,0.771856919923421,Shale,Middle,41.7,350.04,46538
0.286340044957885,0.938931454842179,0.899901894278224,145.64,Cambrian,Normal polarity,False,1.36479005366221,Conglomerate,Bottom,101,93.91,37758
0.502156493011702,0.399406411176915,0.910765953559959,132.62,Jurassic,Normal polarity,True,1.24690720731629,Limestone,Top,64.22,504.04,36089
0.0536923232272528,0.401950537191962,0.718998101657951,198.59,Jurassic,Normal polarity,True,0.572243612772216,Sandstone,Bottom,21.93,324.6,20298
0.0842020250236197,0.165221646049666,0.432097023953727,90.59,Jurassic,Normal polarity,True,0.300766837761426,Shale,Bottom,139.07,275.4,14118
0.267370058898654,0.0719313940773534,0.560625442413241,110.83,Jurassic,Normal polarity,True,0.978028526467728,Limestone,Bottom,73.77,280.17,25036
0.769677051022706,0.394587556264162,1.03227230095002,51.62,Cretaceous,Normal polarity,True,0.433421851636178,Sandstone,Bottom,17.98,828.98,52035
0.792340172129843,0.145841357714074,0.0109208150837862,86.19,Cambrian,Normal polarity,True,0.0491288305427782,Shale,Bottom,50.57,90.56,52427
0.512305029074542,0.195414677964956,0.205793277727234,213.26,Paleogene,Normal polarity,True,1.39328277373706,Conglomerate,Bottom,118.29,115.23,43623
0.543585005305483,0.837844491756855,0.497411067319811,334.36,Permian,Normal polarity,True,1.60944896014696,Sandstone,Bottom,73.15,197.68,61139
0.571700311503663,0.752484523555321,0.484222525775745,42.38,Cretaceous,Normal polarity,False,0.0618630801952209,Sandstone,Middle,44.81,168.47,34985
0.248539199534077,0.313950543548213,0.293402417081723,110.66,Jurassic,Normal polarity,False,1.27108802907128,Shale,Bottom,36.68,672.06,25341
0.912207437950692,0.204450709213905,1.02018918643742,21.84,Paleogene,Reversed polarity,True,0.366437890863195,Sandstone,Bottom,28.66,306.16,57506
0.626640845023482,0.407409769286774,1.14701769669732,197.38,Cretaceous,Normal polarity,False,1.29796024167589,Limestone,Bottom,62.7,61.23,54317
0.616825662386793,0.43220089531236,0.298517036393129,187.69,Cretaceous,Normal polarity,False,0.389974841776618,Sandstone,Top,120.66,123.93,41055
0.504377155170048,0.439902988406952,1.05489220759754,158.13,Cretaceous,Reversed polarity,True,2.22067942182144,Limestone,Bottom,109.37,271.63,45605
0.0861934666175038,0.202474829350112,0.453574050719103,212.75,Jurassic,Reversed polarity,False,0.856415596537239,Shale,Bottom,55.11,453.86,25153
0.624329973125784,0.14360892827723,0.366291411951944,188.09,Permian,Normal polarity,False,0.686450786963557,Limestone,Top,96.91,173.56,42099
0.588514746525905,0.99349196537736,0.61411288017252,37.85,Triassic,Normal polarity,False,1.73884109584835,Limestone,Bottom,99.33,171.38,47972
0.615648557785384,0.194532353711766,0.705200393997263,242.74,Jurassic,Reversed polarity,False,1.32276273357818,Sandstone,Bottom,5.86,437.04,55743
0.344078929380245,0.411640945094944,0.743714582852527,16.32,Permian,Normal polarity,True,0.886496902358003,Limestone,Bottom,112.44,395.54,27831
0.694912572061764,0.926536010565486,0.624832866881246,94.79,Jurassic,Normal polarity,False,0.643492004357958,Limestone,Bottom,91.33,375.43,54955
0.914894075005685,0.582292537524654,0.342988174277163,191.51,Devonian,Reversed polarity,True,1.19495625712835,Limestone,Bottom,39.87,199.31,75245
0.541039839006187,0.246540676493552,0.898317461763975,238.19,Cretaceous,Normal polarity,False,0.632797965891551,Conglomerate,Middle,85.77,424.3,40839
0.272334816479068,0.409276235147735,0.504821227844192,70.81,Cambrian,Reversed polarity,True,0.495521482155665,Sandstone,Middle,103.99,267.49,22909
0.450668045445097,0.453426975038901,0.520415535716009,270.9,Triassic,Reversed polarity,True,0.999315802704173,Sandstone,Bottom,59.77,318.11,51063
0.335603618965815,0.768664719828369,1.26566407557675,242.69,Cretaceous,Normal polarity,False,1.21083619549246,Limestone,Middle,16.33,446.53,37828
1.12234768003197,0.584921268792875,0.921774362953086,63.88,Paleogene,Normal polarity,False,0.777241235282298,Shale,Bottom,110.96,365.82,71526
0.531957515608043,0.566232765078658,0.454653345399767,80.5,Ordovician,Normal polarity,False,0.294386667509001,Conglomerate,Bottom,50.28,495,42288
0.0943245106766422,0.410447873785645,0.566554188062345,24.15,Cambrian,Normal polarity,False,1.26309280631333,Conglomerate,Bottom,54.67,253.48,15011
0.765047518061719,0.182959722824826,1.00182890294372,137.46,Cambrian,Reversed polarity,True,0.490470860433877,Sandstone,Bottom,70.16,715.82,64519
0.429429696646423,0.837414967252056,0.475563417522341,136.23,Neogene,Normal polarity,True,1.05574682007837,Shale,Middle,114.3,43.64,32084
0.49639275677737,0.692683864810269,0.273497948873279,64.18,Jurassic,Reversed polarity,True,0.42115798125343,Shale,Top,100.6,464.48,32077
0.285200291100776,0.649011531880304,0.376650672256527,129.46,Paleogene,Normal polarity,False,1.54100777820261,Sandstone,Bottom,74.87,109.52,30894
0.308351573807449,0.56647108670394,0.702388911190669,74.03,Ordovician,Normal polarity,False,0.557987909235752,Shale,Top,105.39,336.21,25417
0.559278867092064,0.392429880627046,0.915257793533408,176.5,Neogene,Reversed polarity,False,0.468603453168409,Shale,Bottom,88.78,403.88,49922
0.677592141670378,0.585736235807475,0.279928770799776,131.95,Neogene,Normal polarity,False,0.375950551224302,Limestone,Middle,90.76,425.8,40426
0.817896534037788,0.501414829844533,0.251410898091698,176.79,Cambrian,Reversed polarity,False,1.16209401713297,Limestone,Bottom,35.75,225.87,67455
0.353530458724842,0.468151194675463,0.129273097009848,62.85,Paleogene,Normal polarity,False,0.888366492752457,Conglomerate,Bottom,29.36,347.15,26213
0.724972435363072,0.12508645356332,0.56697005161698,230.84,Triassic,Reversed polarity,False,0.600343939336101,Conglomerate,Middle,31.35,21.69,51058
0.243769452982793,0.493191053239068,0.840605831536557,363.29,Permian,Normal polarity,False,0.6062084397345,Sandstone,Bottom,89.4,638.57,44449
0.722432075833985,0.687623724031265,0.732867533944608,82.33,Jurassic,Normal polarity,True,0.703992752799105,Sandstone,Bottom,100.28,140.65,51047
0.28699623177884,0.453021586315331,0.714849363800196,120.23,Triassic,Reversed polarity,False,1.26038090368652,Shale,Bottom,64.66,203.11,33565
0.935710940460498,0.860363114898258,0.038989952327846,124.67,Cretaceous,Normal polarity,True,1.23134333833844,Limestone,Top,61.2,98.08,54575
0.117152613166679,0.326700277878716,0.141162538428389,211.01,Cambrian,Reversed polarity,True,0.969175358962724,Limestone,Bottom,80.26,430.81,24910
0.525579635602367,0.497951278845607,0.294713835712708,21.55,Ordovician,Normal polarity,True,0.763682883975233,Sandstone,Middle,96.41,256.37,30696
0.683695180478074,0.146256525521626,0.371469319170027,235.9,Cretaceous,Normal polarity,True,0.579209011337513,Shale,Middle,4.99,329.78,46251
0.15496385922016,0.590903105989879,0.509841004507395,271.94,Paleogene,Normal polarity,True,0.770093837441638,Limestone,Bottom,41.69,432.36,29798
0.351293855850109,0.205760448434505,0.369012047087112,181.36,Neogene,Reversed polarity,True,0.832116871417888,Sandstone,Top,15.64,352.09,29819
0.153338306373188,0.277475239187122,0.574500104704281,103.66,Cretaceous,Normal polarity,False,1.46679669383616,Shale,Middle,62.48,259.85,16649
0.639896661013683,0.81303224779898,0.790625282017035,57.2,Jurassic,Normal polarity,True,1.1151278527419,Shale,Middle,57.94,365.08,42432
0.557635264429206,0.60891886181813,0.11151750194835,157.69,Permian,Normal polarity,True,0.71776856259389,Limestone,Bottom,48.66,367.65,46288
0.424754978834856,0.470061112021509,0.87496764560907,82.9,Cambrian,Normal polarity,False,0.645135888309755,Shale,Middle,13.54,426.43,32104
0.428679851626515,0.346437134313073,0.827322103689931,248.43,Devonian,Normal polarity,True,0.683767695047807,Sandstone,Bottom,163.82,131.85,47847
0.413408020351453,0.194447587466176,0.278554106499249,144.8,Cambrian,Reversed polarity,False,0.576219519504465,Shale,Bottom,76.58,97.7,37962
0.382237168957305,0.299317266961798,0.194102676970157,251.32,Paleogene,Normal polarity,True,1.08121691551353,Sandstone,Bottom,97.89,109.19,39212
0.44161843550163,0.337628729789201,0.319000939725082,216.32,Paleogene,Normal polarity,False,1.01175213015798,Limestone,Bottom,38.98,239.28,41381
0.341694102568948,0.298238287921872,0.549804942931117,169.4,Devonian,Normal polarity,True,1.1066005156875,Limestone,Middle,4.05,453.7,29572
0.888550097998793,0.65905079899099,0.21873770720341,68.18,Paleogene,Normal polarity,True,0.794607443107409,Limestone,Bottom,30,245.27,60092
0.568782349511325,0.504845992112203,0.727670512483613,258.17,Cambrian,Normal polarity,True,1.26138223649903,Shale,Bottom,14.17,311.56,59831
0.562438256909612,0.554887206789455,1.0142417692947,73.1,Jurassic,Normal polarity,True,0.727719534018981,Shale,Bottom,47.03,391.48,44849
0.577837827084807,0.266292987502213,0.574369063604337,98.87,Neogene,Reversed polarity,True,1.02082412670148,Limestone,Middle,46.74,241.14,36034
0.184896394073177,0.343065870009032,0.764657935112018,223.97,Jurassic,Normal polarity,True,0.813086688009173,Sandstone,Bottom,132.65,545.81,30613
0.948067529609679,0.108346999224326,0.729201890489376,218.93,Devonian,Normal polarity,False,0.960420449534787,Limestone,Bottom,106.09,315.14,74626
0.252772807406693,0.489336224901057,0.452627221435296,31.36,Jurassic,Reversed polarity,True,0.592319999277324,Shale,Bottom,138.03,194.69,22127
0.768403877561273,0.292211949794067,1.06724544839143,194.95,Devonian,Normal polarity,True,0.889618509501818,Shale,Bottom,89.52,197.87,62753
0.871010011832394,0.537524246357222,0.84206636048352,145.95,Cretaceous,Normal polarity,True,0.952628018241837,Conglomerate,Bottom,52.53,687.11,60782
0.491974994023073,0.460199983198641,0.562324127729763,57.8,Triassic,Reversed polarity,True,0.725420478679946,Conglomerate,Bottom,88.44,424.35,37301
0.389263403643744,0.421517849197201,0.588750932207465,233.53,Cretaceous,Normal polarity,True,0.887345022252439,Sandstone,Middle,59.92,538.81,35784
0.141266863715185,0.487156901539675,0.131343059087507,214.55,Permian,Normal polarity,False,0.921641902184533,Sandstone,Middle,97.02,343.75,21454
0.388810505138213,0.608301089276272,0.894033288432976,140.76,Paleogene,Normal polarity,False,0.180007368338421,Sandstone,Bottom,123.57,400.27,36916
0.20756180542728,0.473923164624767,0.430657930071692,251.93,Jurassic,Reversed polarity,True,1.60351328639821,Sandstone,Bottom,96.92,628.17,35415
0.533966520819673,0.405620064887671,0.600155134217577,168.68,Cambrian,Normal polarity,True,1.79802008810165,Sandstone,Bottom,52.88,369.38,47771
0.481866667556653,0.668572637831706,0.146638757771839,85.94,Jurassic,Normal polarity,True,0.343246401171811,Limestone,Bottom,100.71,80.02,36170
0.623453668257053,0.570924057073059,1.10791141845841,184.64,Cretaceous,Normal polarity,True,1.15466571959966,Limestone,Middle,108.06,256.83,45501
0.917979787853051,0.0697276004669616,0.471392352772636,114.47,Jurassic,Reversed polarity,True,0.378715826328068,Limestone,Bottom,67.7,496.97,62408
0.237370122036416,0.501320174528369,0.773575289401245,195.1,Cretaceous,Normal polarity,True,1.78935279732035,Sandstone,Bottom,141.99,393.54,31028
0.0994101648234151,0.232374025397296,0.0724711655453373,133.5,Devonian,Reversed polarity,True,0.615939050373705,Shale,Bottom,70.5,481.82,17923
0.29674893663313,0.729236468722673,0.480316114243804,140.53,Paleogene,Normal polarity,False,0.695229609374507,Conglomerate,Bottom,71.87,262.34,32584
0.816502714369714,0.972128707544884,0.160318760113187,148.17,Cretaceous,Normal polarity,True,0.266611751656414,Shale,Middle,47.91,513.16,54157
0.507591534116088,0.167515272012858,0.0059057607078602,113.36,Triassic,Normal polarity,False,0.936068879894158,Shale,Bottom,17.8,590.17,37267
0.338256657148079,0.0817564076539728,0.236242859395877,180.3,Neogene,Normal polarity,True,0.377062543035505,Sandstone,Bottom,154.97,202.41,30186
0.984308653534715,0.490368514087906,0.944196324320301,227.25,Permian,Normal polarity,True,0.670391472815721,Limestone,Bottom,78.86,258,76223
0.23985737506393,0.572850059453953,0.559618816956171,232.35,Cretaceous,Normal polarity,False,1.35200960752277,Shale,Bottom,98.04,187.24,36120
0.608466405591257,0.786111943004518,0.76934811521775,118.21,Devonian,Normal polarity,False,0.359772872578583,Shale,Middle,92.02,370.52,45017
0.404479917238183,0.448826812522996,0.697989608908509,32.27,Triassic,Normal polarity,True,1.04411613150603,Conglomerate,Bottom,91.58,344.43,31637
0.204649227246357,0.308596594414677,0.6272136464784,89.24,Triassic,Normal polarity,False,0.00236316170482237,Conglomerate,Top,70.96,149.79,17714
0.385976761286682,0.559178698334388,0.0761034964639846,205.56,Devonian,Normal polarity,False,1.69581375784845,Shale,Middle,38.56,212.67,33985
0.548031102570937,0.733121626821751,0.613526466676726,184.35,Cretaceous,Normal polarity,False,1.19494460762558,Sandstone,Bottom,66.41,399.49,48517
0.482624564411852,0.00438298690718938,0.411934561868803,253.71,Triassic,Normal polarity,True,0.559792304992052,Shale,Bottom,48.51,488.32,46174
0.411322413139688,0.183666459402531,0.571743752281812,216.75,Cretaceous,Normal polarity,False,1.21743870040242,Limestone,Middle,98.53,137.57,34359
0.625982508115559,0.169714179035173,0.569515646434927,245.95,Triassic,Normal polarity,True,1.40964335268007,Sandstone,Bottom,20.12,584.27,52962
0.148375621994841,0.314795959803601,0.538009399779314,1,Jurassic,Normal polarity,True,1.82680921603858,Sandstone,Bottom,15.88,167.74,13977
0.380929654951464,0.550381343852392,0.606976106727244,339.58,Triassic,Normal polarity,True,0.394708622926309,Shale,Middle,49.84,402.85,43447
0.370147321106728,0.468841195635628,0.131511063880019,191.62,Neogene,Reversed polarity,False,1.17303894306971,Shale,Top,29.62,547.96,31270
0.562917080311527,0.282731431177438,0.157459119219908,173.68,Paleogene,Normal polarity,False,0.690513162757525,Limestone,Middle,55.75,156.44,36516
0.752878961572971,0.587943569172872,0.87991895312599,135.46,Cambrian,Normal polarity,True,0.833620569792531,Sandstone,Bottom,85.72,431.44,61960
0.245943157198039,0.899757033852432,0.336328292999832,164.96,Cambrian,Normal polarity,False,0.669716237477628,Conglomerate,Middle,114.76,65.13,29432
0.196340639608557,0.508768874096706,0.795600591952946,75.8,Triassic,Normal polarity,True,0.62821966238455,Conglomerate,Middle,47.08,541.01,20050
0.455816297277712,0.491434891953313,0.749302280451216,293.35,Cretaceous,Normal polarity,True,0.363414484491146,Sandstone,Middle,12.79,2.33,42625
0.806546734904972,0.81519080476585,0.838737368742996,174.91,Devonian,Normal polarity,True,0.15692894598316,Shale,Bottom,50.76,174.83,68015
0.579093127807925,0.555039456712134,0.819028144702001,120.06,Triassic,Reversed polarity,False,0.423976075280384,Sandstone,Middle,68.49,644.82,42342
0.111970201523142,0.819278575121416,0.763699044905558,108.32,Ordovician,Normal polarity,True,0.782157304164744,Shale,Middle,17.77,83.78,20720
0.961694824493875,0.324485393156036,0.418653141058061,130.64,Cretaceous,Reversed polarity,True,1.42876405234398,Sandstone,Bottom,82.83,266.93,67380
0.459065937928295,0.129055627836379,0.337618472198278,131.27,Cambrian,Normal polarity,True,0.555744822641403,Sandstone,Bottom,94.01,314.82,38299
0.7754954108604,0.346475680538743,0.100600651022106,123.48,Cretaceous,Normal polarity,True,1.50789426278015,Sandstone,Bottom,40.74,137.25,53484
0.267175365573852,0.584639827356941,0.857760421776125,166.69,Triassic,Normal polarity,False,0.823678371735892,Shale,Middle,65.81,74.08,28909
0.596714240758558,0.4236320025171,0.673790324657773,90.15,Triassic,Reversed polarity,True,1.00869763803536,Conglomerate,Bottom,30.44,348.02,45511
0.595730328058924,0.745325999207978,0.824674828152707,206.45,Neogene,Reversed polarity,True,0.257751266905082,Limestone,Bottom,110.19,600.28,55618
0.720799872446298,0.282259171840854,0.255310006802895,185.7,Paleogene,Reversed polarity,True,1.54412145176846,Conglomerate,Bottom,58.89,422.86,54621
0.547931148072933,0.359130300707399,0.461514670770789,236.51,Cambrian,Normal polarity,True,1.56253580043737,Sandstone,Bottom,13.27,576.28,51858
0.486399533473219,0.144096463709385,0.592651682800314,265.39,Permian,Normal polarity,False,1.06062454583164,Sandstone,Top,108.47,575.66,41463
0.682646122601668,0.373997678046316,0.304399688524942,200.05,Triassic,Normal polarity,True,1.23620319661672,Sandstone,Bottom,64.3,114.25,54363
0.032866573858672,0.511518491009972,0.498449501069518,21.13,Cambrian,Reversed polarity,False,0.582627205900331,Sandstone,Bottom,68.07,375.33,10847
0.577583227456563,0.0642609437860766,0.937219295351884,146.87,Devonian,Normal polarity,True,1.76832181833393,Conglomerate,Middle,97.51,271.95,39307
0.627021422876565,0.308757940364469,0.71978065043252,100.55,Cretaceous,Normal polarity,True,0.574152395017577,Conglomerate,Bottom,67.78,558.88,44608
0.979233385617721,0.0733072567462312,0.527139216552161,319.13,Devonian,Normal polarity,True,1.00394735828141,Shale,Bottom,111.55,634.66,80860
0.469534658511832,0.322209081530582,0.189957131473708,140.26,Cambrian,Reversed polarity,True,1.20026697791205,Conglomerate,Top,89.76,325.23,34946
0.715814035097626,0.137405002824326,1.03956973114464,284.6,Cambrian,Normal polarity,True,1.67053332551055,Conglomerate,Bottom,17.63,382.66,65892
0.235967279922491,0.19824842280199,0.367461117678002,41.2,Devonian,Normal polarity,True,0.875106068163059,Shale,Middle,23.42,335.24,18350
0.677257245864125,0.44637350710221,0.721335693862326,225.15,Triassic,Reversed polarity,True,0.949981534746096,Shale,Middle,104.12,535.82,51890
0.77699143970116,0.168860779476269,0.081150730616553,154.37,Triassic,Normal polarity,False,0.966235684110562,Sandstone,Middle,39.96,196.47,43728
0.0854517132285743,0.100189050652809,0.960930211676705,147.37,Cambrian,Reversed polarity,True,0.353468933641431,Conglomerate,Bottom,88.15,575.82,19870
0.710340584020734,0.341585144863806,0.575290524336745,36.75,Triassic,Normal polarity,True,2.03944912878835,Limestone,Bottom,55.7,190.71,47157
0.766375005869087,0.37316287336195,0.237570451236192,294.54,Cambrian,Normal polarity,True,2.13079278471796,Limestone,Middle,79.95,31,58286
0.343334238379265,0.227189548302124,0.452242447655051,181.75,Cretaceous,Reversed polarity,False,1.15966863130011,Limestone,Middle,22.38,205.13,28756
0.368334430727617,0.415501591718003,0.790216311213689,100.18,Cambrian,Reversed polarity,True,0.635163054321685,Conglomerate,Bottom,26.05,307.21,37849
0.0156247518019202,0.784840562183994,0.704686637841272,195.93,Permian,Normal polarity,True,1.23479698486905,Shale,Bottom,82.85,22.04,24637
0.0209679049857699,0.119332724949863,0.0136497429416437,55.92,Ordovician,Normal polarity,False,0.424458472305085,Limestone,Bottom,168.71,452.08,4208
0.653249923159133,0.451943666287801,0.346045371276554,226.17,Cambrian,Normal polarity,True,0.635269480128963,Shale,Bottom,26.04,400.15,59415
0.897211139682625,0.424762492639653,0.41489519789962,168.35,Devonian,Normal polarity,True,0.746972772657199,Shale,Middle,33.62,111.77,56928
0.923229662374176,0.749180670036487,0.417034301132713,147.95,Triassic,Normal polarity,False,1.24284278771766,Sandstone,Top,52.58,183.72,58311
0.36186820596914,0.376095232177693,0.718539874577179,179.92,Devonian,Normal polarity,True,1.93357080173952,Conglomerate,Bottom,6.43,451.74,37999
0.543355553351256,0.536588490672211,0.0652364011735916,225.13,Devonian,Normal polarity,True,0.760807158373473,Sandstone,Bottom,123.9,243.89,49467
0.416474890420401,0.179282882687449,0.588920075283472,162.3,Triassic,Reversed polarity,True,1.44260067473185,Shale,Middle,91.87,424.84,32830
0.380177670176888,0.487208855946691,0.198081641890416,59.86,Jurassic,Normal polarity,False,1.17537847460378,Sandstone,Middle,99.31,92.39,23793
0.296050170174123,0.495222205786912,0.493373460233341,44.51,Triassic,Reversed polarity,False,1.28708126101677,Shale,Bottom,36.78,545.03,27724
0.288662663294289,0.40182592583833,0.687437209783402,180.89,Cretaceous,Normal polarity,True,0.987832367843385,Sandstone,Bottom,48.97,245.59,32056
0.336115772132602,0.403104631667803,0.897331803081092,226.81,Cambrian,Normal polarity,True,1.53691206335344,Shale,Middle,33.83,422.59,35347
1.1023071041689,0.0117087034429663,0.489970726013807,139.57,Paleogene,Normal polarity,True,1.11642072530644,Sandstone,Bottom,94.11,233.69,69297
0.0839068336142537,0.0584151338996065,0.311749194733812,189.09,Cambrian,Reversed polarity,False,1.07852676864237,Sandstone,Bottom,24.49,433.48,21370
